userId	geneSymbol	geneName	entrezgene	score	gLink
Ldlrad3	Ldlrad3	low density lipoprotein receptor class A domain containing 3	241576	-0.454675091	https://www.ncbi.nlm.nih.gov/gene/?term=241576
Lef1	Lef1	lymphoid enhancer binding factor 1	16842	-0.867773303	https://www.ncbi.nlm.nih.gov/gene/?term=16842
Lfng	Lfng	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	16848	-0.56115095	https://www.ncbi.nlm.nih.gov/gene/?term=16848
Lgals1	Lgals1	lectin, galactose binding, soluble 1	16852	0.392575768	https://www.ncbi.nlm.nih.gov/gene/?term=16852
Lgals3bp	Lgals3bp	lectin, galactoside-binding, soluble, 3 binding protein	19039	0.570790316	https://www.ncbi.nlm.nih.gov/gene/?term=19039
Lgmn	Lgmn	legumain	19141	0.657526909	https://www.ncbi.nlm.nih.gov/gene/?term=19141
Lifr	Lifr	LIF receptor alpha	16880	-0.507643578	https://www.ncbi.nlm.nih.gov/gene/?term=16880
Limch1	Limch1	LIM and calponin homology domains 1	77569	-0.537131414	https://www.ncbi.nlm.nih.gov/gene/?term=77569
Lims2	Lims2	LIM and senescent cell antigen like domains 2	225341	-1.044389482	https://www.ncbi.nlm.nih.gov/gene/?term=225341
Lipa	Lipa	lysosomal acid lipase A	16889	0.261692624	https://www.ncbi.nlm.nih.gov/gene/?term=16889
Litaf	Litaf	LPS-induced TN factor	56722	1.111812055	https://www.ncbi.nlm.nih.gov/gene/?term=56722
Lmna	Lmna	lamin A	16905	0.99136149	https://www.ncbi.nlm.nih.gov/gene/?term=16905
Lmntd1	Lmntd1	lamin tail domain containing 1	74071	-0.417658887	https://www.ncbi.nlm.nih.gov/gene/?term=74071
Lmo2	Lmo2	LIM domain only 2	16909	-0.921806293	https://www.ncbi.nlm.nih.gov/gene/?term=16909
Lnx2	Lnx2	ligand of numb-protein X 2	140887	-0.415286389	https://www.ncbi.nlm.nih.gov/gene/?term=140887
Lpcat3	Lpcat3	lysophosphatidylcholine acyltransferase 3	14792	0.49670957	https://www.ncbi.nlm.nih.gov/gene/?term=14792
Lpin2	Lpin2	lipin 2	64898	-0.474200768	https://www.ncbi.nlm.nih.gov/gene/?term=64898
Lrg1	Lrg1	leucine-rich alpha-2-glycoprotein 1	76905	1.436649193	https://www.ncbi.nlm.nih.gov/gene/?term=76905
Lrp10	Lrp10	low-density lipoprotein receptor-related protein 10	65107	0.296741013	https://www.ncbi.nlm.nih.gov/gene/?term=65107
Lrp8	Lrp8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	16975	-0.537520425	https://www.ncbi.nlm.nih.gov/gene/?term=16975
Lrrc32	Lrrc32	leucine rich repeat containing 32	434215	0.372717659	https://www.ncbi.nlm.nih.gov/gene/?term=434215
Lrrc49	Lrrc49	leucine rich repeat containing 49	102747	-0.592482456	https://www.ncbi.nlm.nih.gov/gene/?term=102747
Lrrc59	Lrrc59	leucine rich repeat containing 59	98238	0.341554856	https://www.ncbi.nlm.nih.gov/gene/?term=98238
Lrrn3	Lrrn3	leucine rich repeat protein 3, neuronal	16981	-0.665584925	https://www.ncbi.nlm.nih.gov/gene/?term=16981
Lsm4	Lsm4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	50783	0.553080866	https://www.ncbi.nlm.nih.gov/gene/?term=50783
Ltbp4	Ltbp4	latent transforming growth factor beta binding protein 4	108075	-2.066002118	https://www.ncbi.nlm.nih.gov/gene/?term=108075
Lxn	Lxn	latexin	17035	0.451991467	https://www.ncbi.nlm.nih.gov/gene/?term=17035
Ly6a	Ly6a	lymphocyte antigen 6 complex, locus A	110454	1.027543574	https://www.ncbi.nlm.nih.gov/gene/?term=110454
Ly6c1	Ly6c1	lymphocyte antigen 6 complex, locus C1	17067	0.458031803	https://www.ncbi.nlm.nih.gov/gene/?term=17067
Macf1	Macf1	microtubule-actin crosslinking factor 1	11426	-0.412913382	https://www.ncbi.nlm.nih.gov/gene/?term=11426
Malat1	Malat1	metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	72289	-0.72897915	https://www.ncbi.nlm.nih.gov/gene/?term=72289
Mall	Mall	mal, T cell differentiation protein-like	228576	0.279763424	https://www.ncbi.nlm.nih.gov/gene/?term=228576
Manf	Manf	mesencephalic astrocyte-derived neurotrophic factor	74840	0.607229048	https://www.ncbi.nlm.nih.gov/gene/?term=74840
Map1b	Map1b	microtubule-associated protein 1B	17755	0.330282073	https://www.ncbi.nlm.nih.gov/gene/?term=17755
Map1lc3a	Map1lc3a	microtubule-associated protein 1 light chain 3 alpha	66734	-0.641575745	https://www.ncbi.nlm.nih.gov/gene/?term=66734
Map3k1	Map3k1	mitogen-activated protein kinase kinase kinase 1	26401	-0.446079351	https://www.ncbi.nlm.nih.gov/gene/?term=26401
Map4k2	Map4k2	mitogen-activated protein kinase kinase kinase kinase 2	26412	-0.475507424	https://www.ncbi.nlm.nih.gov/gene/?term=26412
Mapk11	Mapk11	mitogen-activated protein kinase 11	19094	0.293855299	https://www.ncbi.nlm.nih.gov/gene/?term=19094
Marveld1	Marveld1	MARVEL (membrane-associating) domain containing 1	277010	0.411720428	https://www.ncbi.nlm.nih.gov/gene/?term=277010
Mcam	Mcam	melanoma cell adhesion molecule	84004	0.259725527	https://www.ncbi.nlm.nih.gov/gene/?term=84004
Mcc	Mcc	mutated in colorectal cancers	328949	-0.546688587	https://www.ncbi.nlm.nih.gov/gene/?term=328949
Meox1	Meox1	mesenchyme homeobox 1	17285	0.46823327	https://www.ncbi.nlm.nih.gov/gene/?term=17285
Mfge8	Mfge8	milk fat globule-EGF factor 8 protein	17304	0.281945086	https://www.ncbi.nlm.nih.gov/gene/?term=17304
Mfsd1	Mfsd1	major facilitator superfamily domain containing 1	66868	0.261691742	https://www.ncbi.nlm.nih.gov/gene/?term=66868
Mfsd2a	Mfsd2a	major facilitator superfamily domain containing 2A	76574	-1.025495975	https://www.ncbi.nlm.nih.gov/gene/?term=76574
Mif	Mif	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	17319	0.485372106	https://www.ncbi.nlm.nih.gov/gene/?term=17319
Mindy1	Mindy1	MINDY lysine 48 deubiquitinase 1	75007	-0.416946719	https://www.ncbi.nlm.nih.gov/gene/?term=75007
Morf4l2	Morf4l2	mortality factor 4 like 2	56397	0.292129237	https://www.ncbi.nlm.nih.gov/gene/?term=56397
Mpzl1	Mpzl1	myelin protein zero-like 1	68481	-0.294903046	https://www.ncbi.nlm.nih.gov/gene/?term=68481
Mrpl17	Mrpl17	mitochondrial ribosomal protein L17	27397	0.266060114	https://www.ncbi.nlm.nih.gov/gene/?term=27397
Mrpl33	Mrpl33	mitochondrial ribosomal protein L33	66845	0.438664371	https://www.ncbi.nlm.nih.gov/gene/?term=66845
Mrpl52	Mrpl52	mitochondrial ribosomal protein L52	68836	0.605303191	https://www.ncbi.nlm.nih.gov/gene/?term=68836
Mrpl54	Mrpl54	mitochondrial ribosomal protein L54	66047	0.338747906	https://www.ncbi.nlm.nih.gov/gene/?term=66047
Mrtfb	Mrtfb	myocardin related transcription factor B	239719	-0.434025616	https://www.ncbi.nlm.nih.gov/gene/?term=239719
Msn	Msn	moesin	17698	0.743739057	https://www.ncbi.nlm.nih.gov/gene/?term=17698
Msrb2	Msrb2	methionine sulfoxide reductase B2	76467	-0.560128794	https://www.ncbi.nlm.nih.gov/gene/?term=76467
Mt1	Mt1	metallothionein 1	17748	0.483521494	https://www.ncbi.nlm.nih.gov/gene/?term=17748
Mt2	Mt2	metallothionein 2	17750	0.692264885	https://www.ncbi.nlm.nih.gov/gene/?term=17750
Mtmr11	Mtmr11	myotubularin related protein 11	194126	0.360758762	https://www.ncbi.nlm.nih.gov/gene/?term=194126
Mustn1	Mustn1	musculoskeletal, embryonic nuclear protein 1	66175	0.456490195	https://www.ncbi.nlm.nih.gov/gene/?term=66175
Mvp	Mvp	major vault protein	78388	0.429085774	https://www.ncbi.nlm.nih.gov/gene/?term=78388
Mxi1	Mxi1	MAX interactor 1, dimerization protein	17859	-0.584551274	https://www.ncbi.nlm.nih.gov/gene/?term=17859
Mxra7	Mxra7	matrix-remodelling associated 7	67622	0.275074393	https://www.ncbi.nlm.nih.gov/gene/?term=67622
Myadm	Myadm	myeloid-associated differentiation marker	50918	0.555732794	https://www.ncbi.nlm.nih.gov/gene/?term=50918
Myc	Myc	myelocytomatosis oncogene	17869	0.410912319	https://www.ncbi.nlm.nih.gov/gene/?term=17869
Myh9	Myh9	myosin, heavy polypeptide 9, non-muscle	17886	0.493189301	https://www.ncbi.nlm.nih.gov/gene/?term=17886
Myl12a	Myl12a	myosin, light chain 12A, regulatory, non-sarcomeric	67268	0.302216387	https://www.ncbi.nlm.nih.gov/gene/?term=67268
Myl12b	Myl12b	myosin, light chain 12B, regulatory	67938	-0.275261111	https://www.ncbi.nlm.nih.gov/gene/?term=67938
Myl6	Myl6	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle	17904	0.484271079	https://www.ncbi.nlm.nih.gov/gene/?term=17904
Myo10	Myo10	myosin X	17909	-0.547063849	https://www.ncbi.nlm.nih.gov/gene/?term=17909
Ncoa4	Ncoa4	nuclear receptor coactivator 4	27057	-0.449623772	https://www.ncbi.nlm.nih.gov/gene/?term=27057
Ndrg1	Ndrg1	N-myc downstream regulated gene 1	17988	-1.289613698	https://www.ncbi.nlm.nih.gov/gene/?term=17988
Ndufa11	Ndufa11	NADH:ubiquinone oxidoreductase subunit A11	69875	0.257108016	https://www.ncbi.nlm.nih.gov/gene/?term=69875
Ndufa12	Ndufa12	NADH:ubiquinone oxidoreductase subunit A12	66414	0.376442105	https://www.ncbi.nlm.nih.gov/gene/?term=66414
Ndufa5	Ndufa5	NADH:ubiquinone oxidoreductase subunit A5	68202	0.270958021	https://www.ncbi.nlm.nih.gov/gene/?term=68202
Ndufb6	Ndufb6	NADH:ubiquinone oxidoreductase subunit B6	230075	0.292574226	https://www.ncbi.nlm.nih.gov/gene/?term=230075
Ndufb7	Ndufb7	NADH:ubiquinone oxidoreductase subunit B7	66916	0.297869045	https://www.ncbi.nlm.nih.gov/gene/?term=66916
Ndufs8	Ndufs8	NADH:ubiquinone oxidoreductase core subunit S8	225887	0.29684132	https://www.ncbi.nlm.nih.gov/gene/?term=225887
Nebl	Nebl	nebulette	74103	-0.60505729	https://www.ncbi.nlm.nih.gov/gene/?term=74103
Nectin2	Nectin2	nectin cell adhesion molecule 2	19294	0.509097328	https://www.ncbi.nlm.nih.gov/gene/?term=19294
Nek6	Nek6	NIMA (never in mitosis gene a)-related expressed kinase 6	59126	0.348096406	https://www.ncbi.nlm.nih.gov/gene/?term=59126
Nes	Nes	nestin	18008	-0.438239583	https://www.ncbi.nlm.nih.gov/gene/?term=18008
Net1	Net1	neuroepithelial cell transforming gene 1	56349	-0.543541288	https://www.ncbi.nlm.nih.gov/gene/?term=56349
Nfkb2	Nfkb2	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100	18034	0.462327333	https://www.ncbi.nlm.nih.gov/gene/?term=18034
Nfkbiz	Nfkbiz	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta	80859	0.2548701	https://www.ncbi.nlm.nih.gov/gene/?term=80859
Nhp2	Nhp2	NHP2 ribonucleoprotein	52530	0.357996272	https://www.ncbi.nlm.nih.gov/gene/?term=52530
Nid1	Nid1	nidogen 1	18073	0.380418714	https://www.ncbi.nlm.nih.gov/gene/?term=18073
Nkd1	Nkd1	naked cuticle 1	93960	-0.644051589	https://www.ncbi.nlm.nih.gov/gene/?term=93960
Nme1	Nme1	NME/NM23 nucleoside diphosphate kinase 1	18102	0.840619382	https://www.ncbi.nlm.nih.gov/gene/?term=18102
Nme2	Nme2	NME/NM23 nucleoside diphosphate kinase 2	18103	0.818022807	https://www.ncbi.nlm.nih.gov/gene/?term=18103
Nol7	Nol7	nucleolar protein 7	70078	0.326600221	https://www.ncbi.nlm.nih.gov/gene/?term=70078
Nostrin	Nostrin	nitric oxide synthase trafficker	329416	-0.502643814	https://www.ncbi.nlm.nih.gov/gene/?term=329416
Notum	Notum	notum palmitoleoyl-protein carboxylesterase	77583	-0.895724192	https://www.ncbi.nlm.nih.gov/gene/?term=77583
Npdc1	Npdc1	neural proliferation, differentiation and control 1	18146	0.537934224	https://www.ncbi.nlm.nih.gov/gene/?term=18146
Npm1	Npm1	nucleophosmin 1	18148	0.281936458	https://www.ncbi.nlm.nih.gov/gene/?term=18148
Nr3c1	Nr3c1	nuclear receptor subfamily 3, group C, member 1	14815	-0.578194476	https://www.ncbi.nlm.nih.gov/gene/?term=14815
Nr4a1	Nr4a1	nuclear receptor subfamily 4, group A, member 1	15370	0.259638252	https://www.ncbi.nlm.nih.gov/gene/?term=15370
Nrarp	Nrarp	Notch-regulated ankyrin repeat protein	67122	0.448484778	https://www.ncbi.nlm.nih.gov/gene/?term=67122
Nrgn	Nrgn	neurogranin	64011	0.588715783	https://www.ncbi.nlm.nih.gov/gene/?term=64011
Nrp1	Nrp1	neuropilin 1	18186	-0.70686009	https://www.ncbi.nlm.nih.gov/gene/?term=18186
Nsmce1	Nsmce1	NSE1 homolog, SMC5-SMC6 complex component	67711	0.254702988	https://www.ncbi.nlm.nih.gov/gene/?term=67711
Nucb1	Nucb1	nucleobindin 1	18220	0.325693899	https://www.ncbi.nlm.nih.gov/gene/?term=18220
Nucb2	Nucb2	nucleobindin 2	53322	0.439448199	https://www.ncbi.nlm.nih.gov/gene/?term=53322
Nus1	Nus1	NUS1 dehydrodolichyl diphosphate synthase subunit	52014	0.252166705	https://www.ncbi.nlm.nih.gov/gene/?term=52014
Ocln	Ocln	occludin	18260	-0.343058448	https://www.ncbi.nlm.nih.gov/gene/?term=18260
Odc1	Odc1	ornithine decarboxylase, structural 1	18263	0.645858966	https://www.ncbi.nlm.nih.gov/gene/?term=18263
Odf3b	Odf3b	outer dense fiber of sperm tails 3B	70113	-0.375141061	https://www.ncbi.nlm.nih.gov/gene/?term=70113
Ola1	Ola1	Obg-like ATPase 1	67059	0.301511233	https://www.ncbi.nlm.nih.gov/gene/?term=67059
Orai1	Orai1	ORAI calcium release-activated calcium modulator 1	109305	0.320450348	https://www.ncbi.nlm.nih.gov/gene/?term=109305
Osbpl1a	Osbpl1a	oxysterol binding protein-like 1A	64291	-0.485150153	https://www.ncbi.nlm.nih.gov/gene/?term=64291
Ostc	Ostc	oligosaccharyltransferase complex subunit (non-catalytic)	66357	0.515907949	https://www.ncbi.nlm.nih.gov/gene/?term=66357
P4hb	P4hb	prolyl 4-hydroxylase, beta polypeptide	18453	0.657083343	https://www.ncbi.nlm.nih.gov/gene/?term=18453
Palm	Palm	paralemmin	18483	-1.085858327	https://www.ncbi.nlm.nih.gov/gene/?term=18483
Paqr5	Paqr5	progestin and adipoQ receptor family member V	74090	-0.367813272	https://www.ncbi.nlm.nih.gov/gene/?term=74090
Paqr7	Paqr7	progestin and adipoQ receptor family member VII	71904	-0.37509775	https://www.ncbi.nlm.nih.gov/gene/?term=71904
Patz1	Patz1	POZ (BTB) and AT hook containing zinc finger 1	56218	-0.413750299	https://www.ncbi.nlm.nih.gov/gene/?term=56218
Pawr	Pawr	PRKC, apoptosis, WT1, regulator	114774	0.317853898	https://www.ncbi.nlm.nih.gov/gene/?term=114774
Pde2a	Pde2a	phosphodiesterase 2A, cGMP-stimulated	207728	-0.785560427	https://www.ncbi.nlm.nih.gov/gene/?term=207728
Pde4b	Pde4b	phosphodiesterase 4B, cAMP specific	18578	0.270205151	https://www.ncbi.nlm.nih.gov/gene/?term=18578
Pdgfb	Pdgfb	platelet derived growth factor, B polypeptide	18591	-0.643726742	https://www.ncbi.nlm.nih.gov/gene/?term=18591
Pdgfd	Pdgfd	platelet-derived growth factor, D polypeptide	71785	-0.437492693	https://www.ncbi.nlm.nih.gov/gene/?term=71785
Pdia3	Pdia3	protein disulfide isomerase associated 3	14827	0.624331466	https://www.ncbi.nlm.nih.gov/gene/?term=14827
Pdia4	Pdia4	protein disulfide isomerase associated 4	12304	0.332618947	https://www.ncbi.nlm.nih.gov/gene/?term=12304
Pdia6	Pdia6	protein disulfide isomerase associated 6	71853	0.804375881	https://www.ncbi.nlm.nih.gov/gene/?term=71853
Pdlim1	Pdlim1	PDZ and LIM domain 1 (elfin)	54132	0.554866136	https://www.ncbi.nlm.nih.gov/gene/?term=54132
Pdlim7	Pdlim7	PDZ and LIM domain 7	67399	0.354803814	https://www.ncbi.nlm.nih.gov/gene/?term=67399
Pecam1	Pecam1	platelet/endothelial cell adhesion molecule 1	18613	0.577565032	https://www.ncbi.nlm.nih.gov/gene/?term=18613
Pfdn5	Pfdn5	prefoldin 5	56612	-0.254870829	https://www.ncbi.nlm.nih.gov/gene/?term=56612
Pfn1	Pfn1	profilin 1	18643	0.600886729	https://www.ncbi.nlm.nih.gov/gene/?term=18643
Pgam1	Pgam1	phosphoglycerate mutase 1	18648	0.309691049	https://www.ncbi.nlm.nih.gov/gene/?term=18648
Pgk1	Pgk1	phosphoglycerate kinase 1	18655	0.481573398	https://www.ncbi.nlm.nih.gov/gene/?term=18655
Pglyrp1	Pglyrp1	peptidoglycan recognition protein 1	21946	1.80453652	https://www.ncbi.nlm.nih.gov/gene/?term=21946
Phactr4	Phactr4	phosphatase and actin regulator 4	100169	-0.442884859	https://www.ncbi.nlm.nih.gov/gene/?term=100169
Phb	Phb	prohibitin	18673	0.271119061	https://www.ncbi.nlm.nih.gov/gene/?term=18673
Phf1	Phf1	PHD finger protein 1	21652	-0.436916265	https://www.ncbi.nlm.nih.gov/gene/?term=21652
Phlda1	Phlda1	pleckstrin homology like domain, family A, member 1	21664	0.429003854	https://www.ncbi.nlm.nih.gov/gene/?term=21664
Pigt	Pigt	phosphatidylinositol glycan anchor biosynthesis, class T	78928	0.353718243	https://www.ncbi.nlm.nih.gov/gene/?term=78928
Pik3ip1	Pik3ip1	phosphoinositide-3-kinase interacting protein 1	216505	-0.476163866	https://www.ncbi.nlm.nih.gov/gene/?term=216505
Pim3	Pim3	proviral integration site 3	223775	-0.63115711	https://www.ncbi.nlm.nih.gov/gene/?term=223775
Pitpna	Pitpna	phosphatidylinositol transfer protein, alpha	18738	0.316991373	https://www.ncbi.nlm.nih.gov/gene/?term=18738
Pitpnc1	Pitpnc1	phosphatidylinositol transfer protein, cytoplasmic 1	71795	-0.463689656	https://www.ncbi.nlm.nih.gov/gene/?term=71795
Pkm	Pkm	pyruvate kinase, muscle	18746	0.468549989	https://www.ncbi.nlm.nih.gov/gene/?term=18746
Pkn3	Pkn3	protein kinase N3	263803	0.35265892	https://www.ncbi.nlm.nih.gov/gene/?term=263803
Plat	Plat	plasminogen activator, tissue	18791	0.324400809	https://www.ncbi.nlm.nih.gov/gene/?term=18791
Plaur	Plaur	plasminogen activator, urokinase receptor	18793	1.230000867	https://www.ncbi.nlm.nih.gov/gene/?term=18793
Plcb1	Plcb1	phospholipase C, beta 1	18795	-0.696898885	https://www.ncbi.nlm.nih.gov/gene/?term=18795
Plcg1	Plcg1	phospholipase C, gamma 1	18803	-0.617864699	https://www.ncbi.nlm.nih.gov/gene/?term=18803
Plec	Plec	plectin	18810	0.883057092	https://www.ncbi.nlm.nih.gov/gene/?term=18810
Plekhh2	Plekhh2	pleckstrin homology domain containing, family H (with MyTH4 domain) member 2	213556	-0.469052118	https://www.ncbi.nlm.nih.gov/gene/?term=213556
Plin2	Plin2	NA	11520	0.442094522	https://www.ncbi.nlm.nih.gov/gene/?term=11520
Pllp	Pllp	plasma membrane proteolipid	67801	-0.985674535	https://www.ncbi.nlm.nih.gov/gene/?term=67801
Plod3	Plod3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	26433	0.267916069	https://www.ncbi.nlm.nih.gov/gene/?term=26433
Plp2	Plp2	proteolipid protein 2	18824	0.76643948	https://www.ncbi.nlm.nih.gov/gene/?term=18824
Plpp1	Plpp1	phospholipid phosphatase 1	19012	0.425734969	https://www.ncbi.nlm.nih.gov/gene/?term=19012
Plpp3	Plpp3	phospholipid phosphatase 3	67916	0.268682392	https://www.ncbi.nlm.nih.gov/gene/?term=67916
Plscr3	Plscr3	phospholipid scramblase 3	70310	0.784963576	https://www.ncbi.nlm.nih.gov/gene/?term=70310
Plscr4	Plscr4	phospholipid scramblase 4	235527	-0.457590788	https://www.ncbi.nlm.nih.gov/gene/?term=235527
Pltp	Pltp	phospholipid transfer protein	18830	-1.419366297	https://www.ncbi.nlm.nih.gov/gene/?term=18830
Pnkd	Pnkd	paroxysmal nonkinesiogenic dyskinesia	56695	-0.544837589	https://www.ncbi.nlm.nih.gov/gene/?term=56695
Pnp	Pnp	purine-nucleoside phosphorylase	18950	0.45477175	https://www.ncbi.nlm.nih.gov/gene/?term=18950
Pnpla2	Pnpla2	patatin-like phospholipase domain containing 2	66853	-0.615249281	https://www.ncbi.nlm.nih.gov/gene/?term=66853
Pnrc1	Pnrc1	proline-rich nuclear receptor coactivator 1	108767	-0.343696908	https://www.ncbi.nlm.nih.gov/gene/?term=108767
Podxl	Podxl	podocalyxin-like	27205	0.300616514	https://www.ncbi.nlm.nih.gov/gene/?term=27205
Polk	Polk	polymerase (DNA directed), kappa	27015	-0.546943498	https://www.ncbi.nlm.nih.gov/gene/?term=27015
Polr2l	Polr2l	polymerase (RNA) II (DNA directed) polypeptide L	66491	0.303077727	https://www.ncbi.nlm.nih.gov/gene/?term=66491
Pomp	Pomp	proteasome maturation protein	66537	0.279386743	https://www.ncbi.nlm.nih.gov/gene/?term=66537
Ppa1	Ppa1	pyrophosphatase (inorganic) 1	67895	0.293084655	https://www.ncbi.nlm.nih.gov/gene/?term=67895
Ppia	Ppia	peptidylprolyl isomerase A	268373	0.501183058	https://www.ncbi.nlm.nih.gov/gene/?term=268373
Ppib	Ppib	peptidylprolyl isomerase B	19035	0.367521654	https://www.ncbi.nlm.nih.gov/gene/?term=19035
Ppic	Ppic	peptidylprolyl isomerase C	19038	0.852461735	https://www.ncbi.nlm.nih.gov/gene/?term=19038
Ppp1r13l	Ppp1r13l	protein phosphatase 1, regulatory subunit 13 like	333654	0.266405125	https://www.ncbi.nlm.nih.gov/gene/?term=333654
Ppp1r14b	Ppp1r14b	protein phosphatase 1, regulatory inhibitor subunit 14B	18938	0.737335633	https://www.ncbi.nlm.nih.gov/gene/?term=18938
Ppp1r18	Ppp1r18	protein phosphatase 1, regulatory subunit 18	76448	0.281113185	https://www.ncbi.nlm.nih.gov/gene/?term=76448
Ppp2r5a	Ppp2r5a	protein phosphatase 2, regulatory subunit B', alpha	226849	-0.492614903	https://www.ncbi.nlm.nih.gov/gene/?term=226849
Praf2	Praf2	PRA1 domain family 2	54637	0.305826786	https://www.ncbi.nlm.nih.gov/gene/?term=54637
Prcp	Prcp	prolylcarboxypeptidase (angiotensinase C)	72461	0.764919037	https://www.ncbi.nlm.nih.gov/gene/?term=72461
Prdx1	Prdx1	peroxiredoxin 1	18477	0.340324709	https://www.ncbi.nlm.nih.gov/gene/?term=18477
Prdx2	Prdx2	peroxiredoxin 2	21672	0.279671972	https://www.ncbi.nlm.nih.gov/gene/?term=21672
Prelid1	Prelid1	PRELI domain containing 1	66494	0.359735518	https://www.ncbi.nlm.nih.gov/gene/?term=66494
Prickle1	Prickle1	prickle planar cell polarity protein 1	106042	-0.683213014	https://www.ncbi.nlm.nih.gov/gene/?term=106042
Prkcb	Prkcb	protein kinase C, beta	18751	-0.390760347	https://www.ncbi.nlm.nih.gov/gene/?term=18751
Prnp	Prnp	prion protein	19122	0.421476247	https://www.ncbi.nlm.nih.gov/gene/?term=19122
Procr	Procr	protein C receptor, endothelial	19124	0.427531967	https://www.ncbi.nlm.nih.gov/gene/?term=19124
Prom1	Prom1	prominin 1	19126	-0.944270127	https://www.ncbi.nlm.nih.gov/gene/?term=19126
Proser2	Proser2	proline and serine rich 2	227545	-0.678772955	https://www.ncbi.nlm.nih.gov/gene/?term=227545
Prss23	Prss23	protease, serine 23	76453	0.549674948	https://www.ncbi.nlm.nih.gov/gene/?term=76453
Psma1	Psma1	proteasome (prosome, macropain) subunit, alpha type 1	26440	0.278281358	https://www.ncbi.nlm.nih.gov/gene/?term=26440
Psma2	Psma2	proteasome (prosome, macropain) subunit, alpha type 2	19166	0.389005617	https://www.ncbi.nlm.nih.gov/gene/?term=19166
Psma3	Psma3	proteasome (prosome, macropain) subunit, alpha type 3	19167	0.326435539	https://www.ncbi.nlm.nih.gov/gene/?term=19167
Psma4	Psma4	proteasome (prosome, macropain) subunit, alpha type 4	26441	0.330076692	https://www.ncbi.nlm.nih.gov/gene/?term=26441
Psma5	Psma5	proteasome (prosome, macropain) subunit, alpha type 5	26442	0.3098379	https://www.ncbi.nlm.nih.gov/gene/?term=26442
Psma6	Psma6	proteasome (prosome, macropain) subunit, alpha type 6	26443	0.318801438	https://www.ncbi.nlm.nih.gov/gene/?term=26443
Psma7	Psma7	proteasome (prosome, macropain) subunit, alpha type 7	26444	0.25649362	https://www.ncbi.nlm.nih.gov/gene/?term=26444
Psmb1	Psmb1	proteasome (prosome, macropain) subunit, beta type 1	19170	0.320690518	https://www.ncbi.nlm.nih.gov/gene/?term=19170
Psmb10	Psmb10	proteasome (prosome, macropain) subunit, beta type 10	19171	0.252373893	https://www.ncbi.nlm.nih.gov/gene/?term=19171
Psmb2	Psmb2	proteasome (prosome, macropain) subunit, beta type 2	26445	0.329876685	https://www.ncbi.nlm.nih.gov/gene/?term=26445
Psmb3	Psmb3	proteasome (prosome, macropain) subunit, beta type 3	26446	0.295406212	https://www.ncbi.nlm.nih.gov/gene/?term=26446
Psmb4	Psmb4	proteasome (prosome, macropain) subunit, beta type 4	19172	0.311938689	https://www.ncbi.nlm.nih.gov/gene/?term=19172
Psmb5	Psmb5	proteasome (prosome, macropain) subunit, beta type 5	19173	0.286455997	https://www.ncbi.nlm.nih.gov/gene/?term=19173
Psmb6	Psmb6	proteasome (prosome, macropain) subunit, beta type 6	19175	0.286672803	https://www.ncbi.nlm.nih.gov/gene/?term=19175
Psmb8	Psmb8	proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7)	16913	0.91675093	https://www.ncbi.nlm.nih.gov/gene/?term=16913
Psmb9	Psmb9	proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2)	16912	0.49196071	https://www.ncbi.nlm.nih.gov/gene/?term=16912
Psmc3	Psmc3	proteasome (prosome, macropain) 26S subunit, ATPase 3	19182	0.333322816	https://www.ncbi.nlm.nih.gov/gene/?term=19182
Psmc4	Psmc4	proteasome (prosome, macropain) 26S subunit, ATPase, 4	23996	0.279356931	https://www.ncbi.nlm.nih.gov/gene/?term=23996
Psmc5	Psmc5	protease (prosome, macropain) 26S subunit, ATPase 5	19184	0.307085569	https://www.ncbi.nlm.nih.gov/gene/?term=19184
Psmd1	Psmd1	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1	70247	0.334520021	https://www.ncbi.nlm.nih.gov/gene/?term=70247
Psmd13	Psmd13	proteasome (prosome, macropain) 26S subunit, non-ATPase, 13	23997	0.353219555	https://www.ncbi.nlm.nih.gov/gene/?term=23997
Psmd14	Psmd14	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	59029	0.305570267	https://www.ncbi.nlm.nih.gov/gene/?term=59029
Psmd2	Psmd2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2	21762	0.351431537	https://www.ncbi.nlm.nih.gov/gene/?term=21762
Psmd3	Psmd3	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3	22123	0.274202718	https://www.ncbi.nlm.nih.gov/gene/?term=22123
Psmd8	Psmd8	proteasome (prosome, macropain) 26S subunit, non-ATPase, 8	57296	0.302702279	https://www.ncbi.nlm.nih.gov/gene/?term=57296
